Title,Date
"Lupin: Deel 1: Hoofdstuk 3","09-01-21"
"Lupin: Deel 1: Hoofdstuk 2","09-01-21"
"Lupin: Deel 1: Hoofdstuk 1","09-01-21"
"The Queen's Gambit: Miniserie: End Game","08-01-21"
"The Queen's Gambit: Miniserie: Adjournment","08-01-21"
"The Queen's Gambit: Miniserie: Fork","07-01-21"
"The Queen's Gambit: Miniserie: Middle Game","07-01-21"
"The Queen's Gambit: Miniserie: Doubled Pawns","07-01-21"
"The Queen's Gambit: Miniserie: Exchanges","06-01-21"
"The Queen's Gambit: Miniserie: Openings","06-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 10","06-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 9","05-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 8","05-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 7","05-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 6","05-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 5","04-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 4","04-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 3","04-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 2","04-01-21"
"Bonusfamiljen: Seizoen 3: Aflevering 1","04-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 10","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 9","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 8","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 7","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 6","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 5","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 4","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 3","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 2","03-01-21"
"Bonusfamiljen: Seizoen 2: Aflevering 1","02-01-21"
"Bonusfamiljen: Seizoen 1: Aflevering 10","02-01-21"
"Bonusfamiljen: Seizoen 1: Aflevering 9","02-01-21"
"Bonusfamiljen: Seizoen 1: Aflevering 8","02-01-21"
"Bonusfamiljen: Seizoen 1: Aflevering 7","02-01-21"
"Bonusfamiljen: Seizoen 1: Aflevering 6","02-01-21"
"King Kong","01-01-21"
"Holidate","31-12-20"
"Bonusfamiljen: Seizoen 1: Aflevering 5","30-12-20"
"Bonusfamiljen: Seizoen 1: Aflevering 4","30-12-20"
"Bonusfamiljen: Seizoen 1: Aflevering 3","30-12-20"
"Bonusfamiljen: Seizoen 1: Aflevering 2","30-12-20"
"Bonusfamiljen: Seizoen 1: Aflevering 1","30-12-20"
"Catch Me If You Can","30-12-20"
"The Next Three Days","28-12-20"
"The Midnight Sky","26-12-20"
"A California Christmas","19-12-20"
"Asterix en de helden","19-12-20"
"The Mule","18-12-20"
"London Has Fallen","18-12-20"
"Advokaten: Aflevering 10","16-12-20"
"Advokaten: Aflevering 9","16-12-20"
"Advokaten: Aflevering 8","16-12-20"
"Advokaten: Aflevering 7","16-12-20"
"White House Down","16-12-20"
"Advokaten: Aflevering 6","15-12-20"
"Advokaten: Aflevering 5","15-12-20"
"Advokaten: Aflevering 4","15-12-20"
"Advokaten: Aflevering 3","14-12-20"
"Advokaten: Aflevering 2","14-12-20"
"Advokaten: Aflevering 1","14-12-20"
"Undercover: Seizoen 2: Oorlog","12-12-20"
"Undercover: Seizoen 2: Reconstructie","12-12-20"
"Undercover: Seizoen 2: Roadblock","12-12-20"
"Undercover: Seizoen 2: Enricochet","12-12-20"
"Undercover: Seizoen 2: Victor","12-12-20"
"Undercover: Seizoen 2: Revolución","08-12-20"
"Undercover: Seizoen 2: Trojan Horse Power","08-12-20"
"Undercover: Seizoen 2: Soldiers of Love","05-12-20"
"Undercover: Seizoen 2: Pentagon","05-12-20"
"Undercover: Seizoen 2: El Dorado","05-12-20"
"Geronimo: An American Legend","05-12-20"
"Virgin River: Seizoen 2: Blown Away","02-12-20"
"Virgin River: Seizoen 2: Hazards Ahead","02-12-20"
"Virgin River: Seizoen 2: Blindspots","02-12-20"
"Virgin River: Seizoen 2: Breaking Point","02-12-20"
"Kickboxer","02-12-20"
"Virgin River: Seizoen 2: Out of the Past","01-12-20"
"Virgin River: Seizoen 2: Can’t Let Go","01-12-20"
"Virgin River: Seizoen 2: Rumor Has It","01-12-20"
"Virgin River: Seizoen 2: The Morning After","01-12-20"
"Virgin River: Seizoen 2: Taken by Surprise","29-11-20"
"Virgin River: Seizoen 2: New Beginnings","29-11-20"
"The Crown: Seizoen 4: War","27-11-20"
"The Crown: Seizoen 4: Avalanche","27-11-20"
"The Crown: Seizoen 4: 48:1","26-11-20"
"Sabotage","26-11-20"
"The Crown: Seizoen 4: The Hereditary Principle","25-11-20"
"The Crown: Seizoen 4: Terra Nullius","25-11-20"
"The Crown: Seizoen 4: Fagan","22-11-20"
"The Crown: Seizoen 4: Favourites","22-11-20"
"The Crown: Seizoen 4: Fairytale","22-11-20"
"The Crown: Seizoen 4: The Balmoral Test","22-11-20"
"Ellis in Glamourland","22-11-20"
"The Crown: Seizoen 4: Gold Stick","21-11-20"
"The Crown: Seizoen 3: Cri de Coeur","21-11-20"
"The Crown: Seizoen 3: Imbroglio","20-11-20"
"The Crown: Seizoen 3: Dangling Man","20-11-20"
"The Crown: Seizoen 3: Moondust","20-11-20"
"The Crown: Seizoen 3: Tywysog Cymru","19-11-20"
"The Crown: Seizoen 3: Coup","19-11-20"
"The Crown: Seizoen 3: Bubbikins","19-11-20"
"The Crown: Seizoen 3: Aberfan","18-11-20"
"The Crown: Seizoen 3: Margaretology","18-11-20"
"The Crown: Seizoen 3: Olding","18-11-20"
"Dicte: Seizoen 3: Ieder mens is een eiland: Deel 2","15-11-20"
"Dicte: Seizoen 3: Ieder mens is een eiland: Deel 1","15-11-20"
"Dicte: Seizoen 3: De prijs van verslaving: Deel 2","15-11-20"
"Dicte: Seizoen 3: De prijs van verslaving: Deel 1","15-11-20"
"Dicte: Seizoen 3: Zieke geest: Deel 2","15-11-20"
"Dicte: Seizoen 3: Zieke geest: Deel 1","15-11-20"
"Kickboxer: Vengeance","14-11-20"
"Force Of Nature","13-11-20"
"Enough","12-11-20"
"Dicte: Seizoen 3: In de voetsporen van Wagner: Deel 2","11-11-20"
"Dicte: Seizoen 3: In de voetsporen van Wagner: Deel 1","11-11-20"
"Dicte: Seizoen 3: Na het huwelijk: Deel 2","10-11-20"
"Dicte: Seizoen 3: Na het huwelijk: Deel 1","10-11-20"
"Hachi: A Dog's Tale","08-11-20"
"Wanted: Seizoen 3: Outlaws","01-11-20"
"Wanted: Seizoen 3: Divide","01-11-20"
"Wanted: Seizoen 3: Stuck","01-11-20"
"Wanted: Seizoen 3: Snakeskin","01-11-20"
"Wanted: Seizoen 3: Drive","01-11-20"
"Wanted: Seizoen 3: Lock Up","31-10-20"
"Wanted: Seizoen 2: Aflevering 6","31-10-20"
"Wanted: Seizoen 2: Aflevering 5","31-10-20"
"Wanted: Seizoen 2: Aflevering 4","31-10-20"
"Wanted: Seizoen 2: Aflevering 3","31-10-20"
"Wanted: Seizoen 2: Aflevering 2","31-10-20"
"Wanted: Seizoen 2: Aflevering 1","31-10-20"
"Wanted: Seizoen 1: Dead End","31-10-20"
"Wanted: Seizoen 1: Detour","30-10-20"
"Wanted: Seizoen 1: Badlands","30-10-20"
"Wanted: Seizoen 1: Us and Them","30-10-20"
"Wanted: Seizoen 1: Run Lola Run","30-10-20"
"Wanted: Seizoen 1: Chelsea and Lola","30-10-20"
"The Kingdom","29-10-20"
"Deliver Us: Aflevering 8","25-10-20"
"Deliver Us: Aflevering 7","25-10-20"
"Deliver Us: Aflevering 6","25-10-20"
"Deliver Us: Aflevering 5","25-10-20"
"Asterix & Obelix: de Romeinse lusthof","24-10-20"
"Deliver Us: Aflevering 4","23-10-20"
"Deliver Us: Aflevering 3","23-10-20"
"Deliver Us: Aflevering 2","23-10-20"
"Deliver Us: Aflevering 1","23-10-20"
"Skylines: Skyline schittert","21-10-20"
"Liberty: Aflevering 5","20-10-20"
"Liberty: Aflevering 4","20-10-20"
"Liberty: Aflevering 3","19-10-20"
"Liberty: Aflevering 2","18-10-20"
"Liberty: Aflevering 1","18-10-20"
"Sthlm Requiem: Aflevering 5","18-10-20"
"Sthlm Requiem: Aflevering 4","17-10-20"
"Aquaman","17-10-20"
"Bad Boys for Life","13-10-20"
"Sthlm Requiem: Aflevering 3","12-10-20"
"Sthlm Requiem: Aflevering 2","04-10-20"
"Sthlm Requiem: Aflevering 1","04-10-20"
"Det som göms i snö: Aflevering 8","27-09-20"
"Det som göms i snö: Aflevering 7","27-09-20"
"Det som göms i snö: Aflevering 6","27-09-20"
"Det som göms i snö: Aflevering 5","27-09-20"
"Det som göms i snö: Aflevering 4","27-09-20"
"Det som göms i snö: Aflevering 3","27-09-20"
"Det som göms i snö: Aflevering 2","27-09-20"
"Det som göms i snö: Aflevering 1","27-09-20"
"Primal","25-09-20"
"Hassel: Aflevering 10","23-09-20"
"Hassel: Aflevering 9","23-09-20"
"Hassel: Aflevering 8","23-09-20"
"Hassel: Aflevering 7","23-09-20"
"Hassel: Aflevering 6","23-09-20"
"Hassel: Aflevering 5","22-09-20"
"Hassel: Aflevering 4","22-09-20"
"Hassel: Aflevering 3","21-09-20"
"Hassel: Aflevering 2","21-09-20"
"Hassel: Aflevering 1","21-09-20"
"Love, Guaranteed","19-09-20"
"Escape Plan","18-09-20"
"Skiptrace","12-09-20"
"All the Money in the World","11-09-20"
"Young Wallander: Seizoen 1: Aflevering 6","08-09-20"
"Young Wallander: Seizoen 1: Aflevering 5","08-09-20"
"Young Wallander: Seizoen 1: Aflevering 4","07-09-20"
"Young Wallander: Seizoen 1: Aflevering 3","07-09-20"
"Young Wallander: Seizoen 1: Aflevering 2","04-09-20"
"Young Wallander: Seizoen 1: Aflevering 1","04-09-20"
"The Informer","04-09-20"
"Secret City: Under the Eagle: Two Cheers for Democracy","30-08-20"
"Secret City: Under the Eagle: For Whom the Bell Tolls","30-08-20"
"Secret City: Under the Eagle: Broken Bird","30-08-20"
"Secret City: Under the Eagle: Pale Horse","30-08-20"
"Secret City: Under the Eagle: The War Zone","30-08-20"
"The Courier","30-08-20"
"Secret City: Under the Eagle: Run Little Rabbit","29-08-20"
"Secret City: The Light on the Hill","29-08-20"
"Secret City: Ghosts in the Machine","29-08-20"
"Secret City: Falling Hard","29-08-20"
"Secret City: Beware of the Jabberwock","29-08-20"
"Secret City: The Watchers","28-08-20"
"Secret City: A Donation to the Struggle","28-08-20"
"xXx","26-08-20"
"Biohackers: Seizoen 1: Lot","25-08-20"
"Biohackers: Seizoen 1: Verraad","25-08-20"
"Biohackers: Seizoen 1: Zekerheid","25-08-20"
"Biohackers: Seizoen 1: Verdacht","25-08-20"
"Biohackers: Seizoen 1: Geheimen","25-08-20"
"Biohackers: Seizoen 1: Aankomst","25-08-20"
"Onze Jongens In Miami","23-08-20"
"The Double","23-08-20"
"Rita: Seizoen 5: Chaos","23-08-20"
"Rita: Seizoen 5: Het meer","23-08-20"
"Rita: Seizoen 5: Grenzen","23-08-20"
"Rita: Seizoen 5: Opvliegers","23-08-20"
"Rita: Seizoen 5: Do you speak English?","23-08-20"
"Rita: Seizoen 5: De trip","22-08-20"
"Rita: Seizoen 5: Gekkenhuis","22-08-20"
"Rita: Seizoen 5: Nepnieuws","22-08-20"
"A Star Is Born","21-08-20"
"The Last Castle","07-08-20"
"Fenix: Aflevering 8","05-08-20"
"Fenix: Aflevering 7","05-08-20"
"Fenix: Aflevering 6","04-08-20"
"Fenix: Aflevering 5","04-08-20"
"Fenix: Aflevering 4","03-08-20"
"Fenix: Aflevering 3","03-08-20"
"The Foreigner","03-08-20"
"American Sniper","01-08-20"
"Fenix: Aflevering 2","30-07-20"
"Fenix: Aflevering 1","30-07-20"
"Skylines: Nul zes negen","30-07-20"
"Operation Finale","29-07-20"
"Kriger: Showdown","26-07-20"
"Kriger: De rat","26-07-20"
"Kriger: Het verhoor","26-07-20"
"Kriger: De oorlog","26-07-20"
"Kriger: Het proces","26-07-20"
"Kriger: De begrafenis","26-07-20"
"Saknad: Aflevering 4","25-07-20"
"Saknad: Aflevering 3","25-07-20"
"Saknad: Aflevering 2","25-07-20"
"Saknad: Aflevering 1","25-07-20"
"The Old Guard","17-07-20"
"Patriots Day","17-07-20"
"Over Water: Seizoen 2: Afscheid","13-07-20"
"Over Water: Seizoen 2: Benedicte","13-07-20"
"Over Water: Seizoen 2: Goede raad","13-07-20"
"Over Water: Seizoen 2: Overnames","11-07-20"
"Over Water: Seizoen 2: Ongepaste maatregelen","11-07-20"
"Over Water: Seizoen 2: Winnen en verliezen","11-07-20"
"Over Water: Seizoen 2: Vertrouwen","11-07-20"
"Red Dragon","10-07-20"
"Over Water: Seizoen 2: Uitbreiding","09-07-20"
"Over Water: Seizoen 2: Nieuwe kansen","09-07-20"
"Robin Hood","09-07-20"
"Indiana Jones and the Temple of Doom","09-07-20"
"Gladiator","08-07-20"
"Indiana Jones and the Raiders of the Lost Ark","07-07-20"
"Over Water: Seizoen 2: Vrij","05-07-20"
"A Walk Among the Tombstones","05-07-20"
"Karppi: Seizoen 2: Zwart water","04-07-20"
"Karppi: Seizoen 2: Mayday","04-07-20"
"Karppi: Seizoen 2: Vermist","03-07-20"
"Karppi: Seizoen 2: Paldiski","03-07-20"
"Karppi: Seizoen 2: Ruil","03-07-20"
"Karppi: Seizoen 2: Vrouwe Justitia","02-07-20"
"Karppi: Seizoen 2: De Meelika","02-07-20"
"Karppi: Seizoen 2: Het gefluister van de sterren","01-07-20"
"Bad Banks: Seizoen 1: Het hol van de leeuw","01-07-20"
"Bad Banks: Seizoen 1: De hardste valuta","01-07-20"
"The Meg","01-07-20"
"Bad Banks: Seizoen 1: Oude schulden","30-06-20"
"Bad Banks: Seizoen 1: De man uit Londen","30-06-20"
"Bad Banks: Seizoen 1: Volg de rotzooi","30-06-20"
"Bad Banks: Seizoen 1: Ontslagen","30-06-20"
"Unité 42: Opnieuw starten","23-06-20"
"Unité 42: Standby-modus","23-06-20"
"Unité 42: Oog om oog","21-06-20"
"Unité 42: Verbonden","20-06-20"
"Unité 42: Effectieve stemming","20-06-20"
"Unité 42: Di­rect toe­gan­ke­lijk ge­heu­gen","20-06-20"
"Unité 42: Bloed en deugdzaamheid","19-06-20"
"Unité 42: Avatar","19-06-20"
"Unité 42: Geloof en wet","18-06-20"
"Unité 42: Rechtstreekse confrontatie","18-06-20"
"The Woods: Lange weg naar huis","17-06-20"
"The Woods: Je zus is dood","17-06-20"
"The Woods: Wat eronder ligt","17-06-20"
"The Woods: Je weet niets","15-06-20"
"The Woods: Leugens","15-06-20"
"The Woods: Einde van de onschuld","15-06-20"
"Bron: Seizoen 4: Aflevering 1","15-06-20"
"Over Water: Seizoen 1: Het finalespel","13-06-20"
"Over Water: Seizoen 1: De buit is bijna binnen","13-06-20"
"The Shawshank Redemption","12-06-20"
"Over Water: Seizoen 1: Sporenonderzoek","10-06-20"
"Over Water: Seizoen 1: Biechten of zwijgen","10-06-20"
"Over Water: Seizoen 1: Een vriendendienst","10-06-20"
"Over Water: Seizoen 1: Duidelijke afspraken","10-06-20"
"Over Water: Seizoen 1: Een nieuwe gok","09-06-20"
"Over Water: Seizoen 1: De verleiding","09-06-20"
"Over Water: Seizoen 1: De verdwijning","09-06-20"
"Over Water: Seizoen 1: Alles komt goed","09-06-20"
"Fast & Furious","05-06-20"
"Fast Five","05-06-20"
"2 Fast 2 Furious","05-06-20"
"The Fast and the Furious","02-06-20"
"Wind River","31-05-20"
"Bron: Seizoen 3: Aflevering 1","30-05-20"
"Blood Diamond","30-05-20"
"Midway","29-05-20"
"The Fast and the Furious: Tokyo Drift","29-05-20"
"Secret in Their Eyes","28-05-20"
"Rambo: Last Blood","27-05-20"
"Sorjonen: Seizoen 3: Schaaknovelle 2/2","24-05-20"
"Sorjonen: Seizoen 3: Schaaknovelle 1/2","24-05-20"
"Sorjonen: Seizoen 3: De dame in de spiegel 2/2","24-05-20"
"Sorjonen: Seizoen 3: De dame in de spiegel 1/2","24-05-20"
"Fast & Furious 7","24-05-20"
"Fast & Furious 6","23-05-20"
"Sorjonen: Seizoen 3: Zonen en minnaars 3/3","17-05-20"
"Sorjonen: Seizoen 3: Zonen en minnaars 2/3","17-05-20"
"Sorjonen: Seizoen 3: Zonen en minnaars 1/3","17-05-20"
"Sorjonen: Seizoen 3: Het beest in de mens 2/2","16-05-20"
"Sorjonen: Seizoen 3: Het beest in de mens 1/2","16-05-20"
"Sorjonen: Seizoen 3: De menselijke smet","15-05-20"
"Bad Blood: Seizoen 2: Declan's Choice","15-05-20"
"Bad Blood: Seizoen 2: Lupara Cosoleto","14-05-20"
"Bad Blood: Seizoen 2: Disruption and Early Sorrow","13-05-20"
"Bad Blood: Seizoen 2: That Ship Has Sailed","13-05-20"
"Bad Blood: Seizoen 2: Una Vita Per Una Vita","13-05-20"
"Bad Blood: Seizoen 2: A Grapefruit Worth 20 Million","12-05-20"
"Bad Blood: Seizoen 2: Who Are You","12-05-20"
"Bad Blood: You Can Never Hold Back Spring","12-05-20"
"Bad Blood: When You Got Nothin'","12-05-20"
"Bad Blood: Home Is Where the Gun Is","12-05-20"
"Bad Blood: Positive Reinforcement","11-05-20"
"Bad Blood: Feast or Famine","11-05-20"
"Bad Blood: Scar Tissue","11-05-20"
"Manhunt: Unabomber: USA vs. Theodore J. Kaczynski","11-05-20"
"Manhunt: Unabomber: Lincoln","10-05-20"
"Manhunt: Unabomber: Ted","10-05-20"
"Manhunt: Unabomber: Abri","10-05-20"
"Manhunt: Unabomber: Publish or Perish","10-05-20"
"Manhunt: Unabomber: Fruit of the Poisonous Tree","10-05-20"
"Manhunt: Unabomber: Pure Wudder","10-05-20"
"Manhunt: Unabomber: UNABOM","10-05-20"
"Zeit der Geheimnisse: Miniserie: Eva's geheim","07-05-20"
"Zeit der Geheimnisse: Miniserie: Sonja's geheim","07-05-20"
"Zeit der Geheimnisse: Miniserie: Welkom thuis","07-05-20"
"Dogs of Berlin: Overwinning","04-05-20"
"Dogs of Berlin: Verlenging","04-05-20"
"Dogs of Berlin: Interland","04-05-20"
"Dogs of Berlin: Derby","03-05-20"
"Dogs of Berlin: Buitenspel","03-05-20"
"Dogs of Berlin: Vals spel","03-05-20"
"Dogs of Berlin: Thuiswedstrijd","03-05-20"
"Dogs of Berlin: Confrontatie","03-05-20"
"Dogs of Berlin: Team","03-05-20"
"Dogs of Berlin: Vip","03-05-20"
"Weissensee: Seizoen 3: Cold heart","03-05-20"
"Weissensee: Seizoen 3: On the  Precipice","02-05-20"
"Weissensee: Seizoen 3: The American","02-05-20"
"Weissensee: Seizoen 3: One of Us","02-05-20"
"Weissensee: Seizoen 3: A New life","02-05-20"
"Weissensee: Seizoen 3: A Night in November","02-05-20"
"De Twaalf: Brechtje & Roos","26-04-20"
"De Twaalf: Ulrich en Elisabeth","26-04-20"
"De Twaalf: Cleo en Jutta","26-04-20"
"De Twaalf: Lutgard en Margot","26-04-20"
"De Twaalf: Guy","26-04-20"
"De Twaalf: Stefaan","26-04-20"
"De Twaalf: Marc","25-04-20"
"De Twaalf: Eliane","25-04-20"
"De Twaalf: Donald","25-04-20"
"De Twaalf: Frie","25-04-20"
"Paranoid: Aflevering 8","24-04-20"
"Paranoid: Aflevering 7","24-04-20"
"Paranoid: Aflevering 6","24-04-20"
"Paranoid: Aflevering 5","24-04-20"
"Paranoid: Aflevering 4","19-04-20"
"Paranoid: Aflevering 3","19-04-20"
"Paranoid: Aflevering 2","19-04-20"
"Paranoid: Aflevering 1","19-04-20"
"Vår tid är nu : Seizoen 2: Begrafenis","19-04-20"
"Vår tid är nu : Seizoen 2: Eigen meerderheid","19-04-20"
"Vår tid är nu : Seizoen 2: De preek","19-04-20"
"Vår tid är nu : Seizoen 2: Tienduizend Kronen","18-04-20"
"Vår tid är nu : Seizoen 2: Het mooie Italië","18-04-20"
"Vår tid är nu : Seizoen 2: Boek","18-04-20"
"Vår tid är nu : Seizoen 2: Nina's verrassing","18-04-20"
"Vår tid är nu : Seizoen 2: Oude gezinnen en nieuwe","18-04-20"
"Vår tid är nu : Seizoen 2: Rock-'n-roll","17-04-20"
"Vår tid är nu : Seizoen 2: Kerstgeschenk","17-04-20"
"Vår tid är nu : Seizoen 1: Hoop","16-04-20"
"Vår tid är nu : Seizoen 1: Compromis","16-04-20"
"Vår tid är nu : Seizoen 1: Kreeftenfeestje","16-04-20"
"Vår tid är nu : Seizoen 1: Heropening","15-04-20"
"Vår tid är nu : Seizoen 1: De Manager","15-04-20"
"Vår tid är nu : Seizoen 1: Geheimen","15-04-20"
"Vår tid är nu : Seizoen 1: Jubileum","14-04-20"
"Vår tid är nu : Seizoen 1: Thuiskomst","14-04-20"
"Vår tid är nu : Seizoen 1: Rust","14-04-20"
"Unorthodox: Miniserie: Deel 4","13-04-20"
"Unorthodox: Miniserie: Deel 3","13-04-20"
"Unorthodox: Miniserie: Deel 2","13-04-20"
"Unorthodox: Miniserie: Deel 1","13-04-20"
"The Team: Seizoen 2: Aflevering 8","07-04-20"
"The Team: Seizoen 2: Aflevering 7","07-04-20"
"The Team: Seizoen 2: Aflevering 6","07-04-20"
"The Team: Seizoen 2: Aflevering 5","06-04-20"
"The Team: Seizoen 2: Aflevering 4","06-04-20"
"The Team: Seizoen 2: Aflevering 3","05-04-20"
"The Team: Seizoen 2: Aflevering 2","05-04-20"
"The Team: Seizoen 2: Aflevering 1","05-04-20"
"The Condemned 2","03-04-20"
"The Letter for the King (De brief voor de koning): When the Blood Moon Rises","02-04-20"
"The Letter for the King (De brief voor de koning): Spiral","02-04-20"
"The Letter for the King (De brief voor de koning): Danger Knights","02-04-20"
"The Letter for the King (De brief voor de koning): At the End of the World","01-04-20"
"The Letter for the King (De brief voor de koning): Isn't She a Sweetheart?","01-04-20"
"The Letter for the King (De brief voor de koning): Storm Clouds Gather","01-04-20"
"Rojst: Aflevering 5","01-04-20"
"Rojst: Aflevering 4","31-03-20"
"Rojst: Aflevering 3","31-03-20"
"Rojst: Aflevering 2","31-03-20"
"Rojst: Aflevering 1","31-03-20"
"Luther: Serie 5: Aflevering 4","27-03-20"
"Luther: Serie 5: Aflevering 3","27-03-20"
"Luther: Serie 5: Aflevering 2","27-03-20"
"Luther: Serie 5: Aflevering 1","27-03-20"
"Luther: Serie 4: Aflevering 2","26-03-20"
"Luther: Serie 4: Aflevering 1","26-03-20"
"Luther: Serie 3: Aflevering 4","26-03-20"
"Luther: Serie 3: Aflevering 3","26-03-20"
"Luther: Serie 3: Aflevering 2","26-03-20"
"Luther: Serie 3: Aflevering 1","25-03-20"
"Luther: Serie 2: Aflevering 4","25-03-20"
"Luther: Serie 2: Aflevering 3","25-03-20"
"Luther: Serie 2: Aflevering 2","25-03-20"
"Luther: Serie 2: Aflevering 1","25-03-20"
"Luther: Aflevering 6","24-03-20"
"Luther: Aflevering 5","24-03-20"
"Luther: Aflevering 4","24-03-20"
"Luther: Aflevering 3","23-03-20"
"Luther: Aflevering 2","23-03-20"
"Luther: Aflevering 1","23-03-20"
"Beck: seizoen 6: Aflevering 3","23-03-20"
"Kalifat: Aflevering 8","22-03-20"
"Kalifat: Aflevering 7","22-03-20"
"Kalifat: Aflevering 6","22-03-20"
"Kalifat: Aflevering 5","22-03-20"
"Kalifat: Aflevering 4","22-03-20"
"Kalifat: Aflevering 3","22-03-20"
"Kalifat: Aflevering 2","20-03-20"
"Kalifat: Aflevering 1","19-03-20"
"Brot: Monster in het donker","19-03-20"
"Brot: Kruispunt","19-03-20"
"Brot: Een verborgen plek","18-03-20"
"Brot: In het volle zicht","18-03-20"
"Brot: Littekens","18-03-20"
"Brot: Valhalla","16-03-20"
"Brot: De terugkeer","16-03-20"
"Brot: Onvoorstelbaar","16-03-20"
"Beck: seizoen 6: Aflevering 2","13-03-20"
"Mission: Impossible - Fallout","12-03-20"
"Dirty Harry","11-03-20"
"The Sinner: Seizoen 2: Julian: Deel VIII","08-03-20"
"USS Indianapolis: Men of Courage","08-03-20"
"Beck: seizoen 6: Aflevering 1","07-03-20"
"The Sinner: Seizoen 2: Julian: Deel VII","06-03-20"
"The Sinner: Seizoen 2: Julian: Deel VI","05-03-20"
"The Sinner: Seizoen 2: Julian: Deel V","05-03-20"
"The Sinner: Seizoen 2: Julian: Deel IV","05-03-20"
"The Sinner: Seizoen 2: Julian: Deel III","05-03-20"
"The Sinner: Seizoen 2: Julian: Deel II","04-03-20"
"The Sinner: Seizoen 2: Julian: Deel I","04-03-20"
"The Sinner: Seizoen 1: Cora: Deel VIII","01-03-20"
"The Sinner: Seizoen 1: Cora: Deel VII","01-03-20"
"The Sinner: Seizoen 1: Cora: Deel VI","01-03-20"
"The Sinner: Seizoen 1: Cora: Deel V","01-03-20"
"The Sinner: Seizoen 1: Cora: Deel IV","01-03-20"
"The Sinner: Seizoen 1: Cora: Deel III","01-03-20"
"The Sinner: Seizoen 1: Cora: Deel II","01-03-20"
"The Sinner: Seizoen 1: Cora: Deel I","27-02-20"
"Wisting: Episode 10","25-02-20"
"Wisting: Episode 9","25-02-20"
"Wisting: Episode 8","24-02-20"
"Wisting: Episode 7","24-02-20"
"Wisting: Episode 6","24-02-20"
"Wisting: Episode 5","23-02-20"
"Wisting: Episode 4","23-02-20"
"Wisting: Episode 3","23-02-20"
"Wisting: Episode 2","23-02-20"
"Wisting: Episode 1","23-02-20"
"The Missing: Seizoen 3: Aflevering 6","21-02-20"
"The Missing: Seizoen 3: Aflevering 5","20-02-20"
"The Missing: Seizoen 3: Aflevering 4","20-02-20"
"The Missing: Seizoen 3: Aflevering 3","19-02-20"
"The Missing: Seizoen 3: Aflevering 2","19-02-20"
"The Missing: Seizoen 3: Aflevering 1","19-02-20"
"The Missing: Seizoen 2: The Mountain","18-02-20"
"The Missing: Seizoen 2: 1991.0","17-02-20"
"The Missing: Seizoen 2: Saint John","17-02-20"
"The Missing: Seizoen 2: Das Vergessen","17-02-20"
"The Missing: Seizoen 2: Statice","16-02-20"
"The Missing: Seizoen 2: A Prison Without Walls","16-02-20"
"The Missing: Seizoen 2: The Turtle and the Stick","16-02-20"
"The Missing: Seizoen 2: Come Home","16-02-20"
"Professor And The Madman (The)","16-02-20"
"Beck: seizoen 5: Aflevering 4","09-02-20"
"Beck: seizoen 5: Aflevering 3","08-02-20"
"Trapped: Seizoen 2: Aflevering 10","07-02-20"
"Trapped: Seizoen 2: Aflevering 9","07-02-20"
"Trapped: Seizoen 2: Aflevering 8","07-02-20"
"Trapped: Seizoen 2: Aflevering 7","05-02-20"
"Trapped: Seizoen 2: Aflevering 6","05-02-20"
"Trapped: Seizoen 2: Aflevering 5","05-02-20"
"Trapped: Seizoen 2: Aflevering 4","05-02-20"
"Trapped: Seizoen 2: Aflevering 3","03-02-20"
"Trapped: Seizoen 2: Aflevering 2","03-02-20"
"Trapped: Seizoen 2: Aflevering 1","03-02-20"
"Beck: seizoen 5: Aflevering 2","02-02-20"
"Beck: seizoen 5: Aflevering 1","01-02-20"
"Weissensee: Die Weissensee Saga: Morning Air","31-01-20"
"Weissensee: Die Weissensee Saga: The Raid","31-01-20"
"Weissensee: Die Weissensee Saga: Love is Stronger than Death","30-01-20"
"Weissensee: Die Weissensee Saga: Julia","30-01-20"
"Weissensee: Die Weissensee Saga: The Return","29-01-20"
"Weissensee: Die Weissensee Saga: The Lost Son","29-01-20"
"Weissensee: Aan het einde van de dag","28-01-20"
"Weissensee: Het concert","28-01-20"
"Weissensee: Een oude passie","27-01-20"
"Weissensee: Alles voor de liefde","27-01-20"
"Weissensee: De verloren dochter","27-01-20"
